ATLANTIC,CBC,CNN,GLOBE_AND_MAIL,MASSIVE_SCI,NATIONAL_GEOGRAPHIC,NATIONAL_OBSERVER,NPR,REUTERS
https://www.theatlantic.com/science/archive/2023/02/net-spill-menhaden-fishing-striped-bass/673022/,https://www.cbc.ca/news/canada/nova-scotia/lobster-may-be-able-to-cope-with-warming-ocean-study-1.6786264,https://www.cnn.com/2023/05/11/health/long-covid-sleep-apnea-study-wellness/index.html,https://www.theglobeandmail.com/canada/article-trees-communicating-via-fungal-networks-has-become-a-popular-theory/,https://massivesci.com/articles/chemical-exposure-svoc-children-microbiomes/,https://www.nationalgeographic.com/culture/article/finding-new-ways-to-think-about-water,https://www.nationalobserver.com/2023/03/02/news/cod-collapse-wake-redfish-rise,https://www.npr.org/sections/goatsandsoda/2023/05/02/1173094535/theyre-trying-to-cure-nodding-syndrome-first-they-need-to-zero-in-on-the-cause,https://www.reuters.com/lifestyle/science/dwarf-elephants-giant-rats-strange-island-creatures-high-risk-2023-03-09/
https://www.theatlantic.com/science/archive/2023/02/avian-bird-flu-virus-outbreak-epidemic/673058/,https://www.cbc.ca/news/science/phytoplankton-blooms-grow-climate-change-1.6764789,https://www.cnn.com/2023/05/22/world/wildlife-crisis-biodiversity-scn-climate-intl/index.html,https://www.theglobeandmail.com/canada/article-heart-attack-patients-neighbourhoods-study/,https://massivesci.com/articles/climate-change-explainer-ocean-acidification-greenhouse/,https://www.nationalgeographic.com/science/article/auroras,https://www.nationalobserver.com/2023/02/10/news/inuit-warn-rock-concert-noise-ships-hurting-arctic-wildlife,https://www.npr.org/2023/04/30/1172921603/nasa-voyager-2-2026-backup-power-space,https://www.reuters.com/business/environment/plastic-entering-oceans-could-nearly-triple-by-2040-if-left-unchecked-research-2023-03-08/
https://www.theatlantic.com/science/archive/2023/02/bird-flu-avian-influenza-research-covid-lab-leak/673109/,https://www.cbc.ca/news/canada/saskatchewan/creeping-bellflower-how-to-remove-1.6851398,https://www.cnn.com/2023/05/22/weather/atlantic-disturbance-hurricane-season-wxn/index.html,https://www.theglobeandmail.com/world/article-intensity-of-global-floods-and-droughts-has-sharply-risen-over-past-20/,https://massivesci.com/articles/brood-parasites-climate-cuckoo-cowbird/,https://www.nationalgeographic.com/culture/article/140103-music-lessons-brain-aging-cognitive-neuroscience,https://www.nationalobserver.com/2023/02/03/news/extinction-crisis-sharks-rays-devastating-effect-other-species,https://www.npr.org/sections/health-shots/2023/04/27/1172365791/eli-lilly-releases-more-data-for-new-obesity-drug-moving-toward-fast-track-appro,https://www.reuters.com/world/asia-pacific/fukushima-wastewater-release-would-have-limited-impact-skorean-waters-study-2023-02-16/
https://www.theatlantic.com/science/archive/2023/02/paleotsunami-research-warnings-natural-disasters/673114/,https://www.cbc.ca/news/science/tipping-point-climate-change-paris-agreement-1.6577630,https://www.cnn.com/2023/05/18/world/disappearing-lakes-reservoirs-water-climate-intl/index.html,https://www.theglobeandmail.com/canada/article-as-world-heads-to-climate-talks-emissions-continue-to-rise-new-report/,https://massivesci.com/articles/deep-sea-mining-ocean-industry/,https://www.nationalgeographic.com/environment/article/hurricanes-typhoons-cyclones,https://www.nationalobserver.com/2023/01/26/news/poland-birds-american-mink-raccoon,https://www.npr.org/sections/health-shots/2023/05/18/1176985773/the-cdc-is-worried-about-a-mpox-rebound-and-urges-people-to-get-vaccinated,https://www.reuters.com/business/environment/more-than-half-worlds-large-lakes-are-drying-up-study-finds-2023-05-18/
https://www.theatlantic.com/science/archive/2023/02/wild-animal-species-conservation-native-range-habitats/673153/,https://www.cbc.ca/news/science/southern-resident-killer-whales-reproduction-1.6740030,https://www.cnn.com/2023/05/17/health/dog-dementia-sleep-wellness/index.html,https://www.theglobeandmail.com/canada/article-calgary-researchers-to-look-at-aging-brain-as-study-says-vitamin-d/,https://massivesci.com/articles/polar-bear-kane-basin-greenland-canada-climate-annual-ice/,https://www.nationalgeographic.com/animals/article/why-insect-populations-are-plummeting-and-why-it-matters,https://www.nationalobserver.com/2023/01/06/news/famed-game-park-near-foot-kilimanjaro-animals-just-giving-up,https://www.npr.org/2023/05/22/1177597319/fda-approves-opvee-naloxone-opioid-overdose-fentanyl,https://www.reuters.com/business/healthcare-pharmaceuticals/amputees-could-feel-warmth-human-touch-with-new-bionic-technology-2023-05-18/
https://www.theatlantic.com/science/archive/2023/03/animal-behavioral-science-personalities/673432/,https://www.cbc.ca/news/canada/wildfires-climate-change-carbon-88-1.6852178,https://www.cnn.com/2023/05/04/health/kids-packaged-food-nutrition-wellness/index.html,https://www.theglobeandmail.com/business/article-alberta-earthquake-oil-sands/,https://massivesci.com/articles/houseplants-air-pollution-quality-vocs-indoors-nasa-study/,https://www.nationalgeographic.com/animals/article/wild-mountain-gorilla-cuddles-newborn-baby-rare-video-spd,https://www.nationalobserver.com/2023/05/24/news/if-you-smell-flower-skeeters-are-going-love-you,https://www.npr.org/2021/04/26/982391187/study-body-worn-camera-research-shows-drop-in-police-use-of-force,https://www.reuters.com/business/environment/carbon-majors-face-biggest-hit-climate-litigation-study-2023-05-23/
https://www.theatlantic.com/science/archive/2023/06/nasa-ufos-conspiracy-theories/674259/,https://www.cbc.ca/news/canada/kitchener-waterloo/region-of-waterloo-support-staff-1.6854310,https://www.cnn.com/2023/06/06/asia/southeast-asia-heat-wave-humidity-climate-intl-hnk-dst-scn-dg/index.html,https://www.theglobeandmail.com/canada/article-how-limit-screen-time-kids/,https://massivesci.com/notes/mice-fear-neuroscience-memory-sex-difference/,https://www.nationalgeographic.com/science/article/earliest-human-burial-homo-naledi-berger,https://www.nationalobserver.com/2023/06/06/news/upper-atmosphere-cooling-and-scientists-are-worried,https://www.npr.org/2023/06/10/1180761446/coastal-biomedical-labs-are-bleeding-more-horseshoe-crabs-with-little-accountabi,https://www.reuters.com/business/healthcare-pharmaceuticals/former-players-much-more-likely-have-neurodegenerative-diseases-fa-study-2023-06-09/
https://www.theatlantic.com/science/archive/2023/06/spaying-sterilizing-cat-nonsurgical-injection/674300/,https://www.cbc.ca/news/canada/ottawa/black-canadian-cancer-research-gap-ottawa-problem-1.6737797,https://www.cnn.com/2022/02/01/health/melatonin-overuse-wellness/index.html,https://www.theglobeandmail.com/business/technology/article-twitter-expands-research-group-to-study-online-misinformation-and/,https://massivesci.com/notes/psilocybin-mushrooms-depression-drugs/,https://www.nationalgeographic.com/animals/article/heat-adaptations-evolution-climate-change-animals,https://www.nationalobserver.com/2023/06/05/news/many-new-species-are-already-gone,https://www.npr.org/2023/06/09/1181179929/wildfire-smoke-health-western-tips,https://www.reuters.com/world/india/india-study-estimates-11-population-is-diabetic-2023-06-09/
https://www.theatlantic.com/science/archive/2023/06/angel-shark-sightings-conservation-canary-island-beaches/674284/,https://www.cbc.ca/news/canada/hamilton/islamophobia-canada-health-care-muslim-1.6792148,https://www.cnn.com/2023/06/03/asia/bear-bile-farming-vietnam-china-activism-intl-hnk-dst/index.html,https://www.theglobeandmail.com/canada/article-new-study-finds-covid-19-didnt-have-a-big-impact-on-the-mental-health/,https://massivesci.com/notes/trees-plants-conservation-cryopreservation/,https://www.nationalgeographic.com/science/article/what-is-summer-winter-solstice-answer-might-surprise-you,https://www.nationalobserver.com/2023/05/31/news/forget-herbicides-sandblasting-next-best-weed-killer,https://www.npr.org/sections/health-shots/2023/06/09/1181139404/staying-safe-in-smoky-air-is-particularly-important-for-some-people-heres-how,https://www.reuters.com/world/how-el-nino-could-impact-worlds-weather-2023-24-2023-06-08/
https://www.theatlantic.com/science/archive/2023/06/species-unknown-dark-extinction-rate/674282/,https://www.cbc.ca/news/canada/ottawa/eurasian-water-milfoil-fish-study-outaouais-1.6521019,https://www.cnn.com/2021/01/26/health/swearing-benefits-wellness/index.html,https://www.theglobeandmail.com/canada/article-animal-stress-may-put-medical-research-results-in-question-canadian/,https://massivesci.com/notes/covid-pandemic-vaccination-mental-health/,https://www.nationalgeographic.com/history/article/tattoos-mummies-ancient-cultures-symbols-meaning,https://www.nationalobserver.com/2023/05/31/news/ocean-oxygen-levels-dip-think-about-poor-fish,https://www.npr.org/sections/goatsandsoda/2023/06/08/1181183428/kangaroo-care-gets-a-major-endorsement-heres-what-it-looks-like-in-ivory-coast,https://www.reuters.com/world/americas/what-are-health-risks-wildfire-smoke-2023-06-07/
https://www.theatlantic.com/science/archive/2023/05/where-are-the-ev-charging-stations/674241/,https://www.cbc.ca/news/canada/montreal/botanical-garden-sheep-goats-1.4729221,https://www.cnn.com/2023/06/01/business/nhtsa-emergency-braking/index.html,https://www.theglobeandmail.com/life/health-and-fitness/article-beck-three-grams-of-omega-3s-a-day-lowers-blood-pressure-study-finds/,https://massivesci.com/notes/lcd-screen-vocs-emission/,https://www.nationalgeographic.com/science/article/cervical-cancer-hpv-vaccine-single-dose,https://www.nationalobserver.com/2023/05/30/news/pregnant-extra-careful-wildfires-pollute-air,https://www.npr.org/2023/06/08/1181043524/humans-traveled-less-during-covid-restrictions-animals-traveled-more,https://www.reuters.com/science/what-makes-us-human-primate-genome-study-offers-some-clues-2023-06-01/
https://www.theatlantic.com/science/archive/2023/11/gluten-free-pasta-science/676115/,https://www.cbc.ca/news/canada/saskatoon/lead-researcher-u-of-s-covid-19-wastewater-future-uncertain-1.6526681,https://www.cnn.com/2023/05/31/us/just-climate-thresholds-significant-harm-study/index.html,https://www.theglobeandmail.com/world/article-studies-find-more-clues-to-potential-cause-of-severe-hepatitis-cases/,https://massivesci.com/notes/deep-sea-bacteria-bathypelagic-food/,https://www.nationalgeographic.com/science/article/stds-are-at-a-shocking-high-how-do-we-reverse-the-trend,https://www.nationalobserver.com/2023/05/30/news/risk-crushing-consequences-wildfires-crash-communities,https://www.npr.org/2023/11/22/1213643383/can-we-grow-veggies-on-mars-fly-larvae-and-synthetic-soil-may-hold-the-answer,https://www.reuters.com/science/scientists-expand-search-signs-intelligent-alien-life-2023-05-31/
https://www.theatlantic.com/science/archive/2023/05/airport-endangered-wildlife-conservation-management-safety/674238/,https://www.cbc.ca/news/canada/british-columbia/bc-research-chair-wildfires-1.5669647,https://www.cnn.com/2023/10/31/health/compassion-fatigue-wellness/index.html,https://www.theglobeandmail.com/canada/article-quebec-reports-17-new-covid-19-deaths-as-hospitalizations-rise/,https://massivesci.com/articles/blue-morpho-butterfly-neural-growth-hearing/,https://www.nationalgeographic.com/science/article/lyrids-meteor-shower-earth-day-night-sky-space-science,https://www.nationalobserver.com/2023/05/29/news/climate-change-could-mean-fewer-date-nights-arctic-ground-squirrels,https://www.npr.org/2023/11/21/1214246291/army-ants-architecture-science-robots-research,https://www.reuters.com/business/healthcare-pharmaceuticals/novo-nordisk-says-trial-oral-weight-loss-drug-shows-significant-result-2023-05-22/
https://www.theatlantic.com/science/archive/2023/05/color-agnosia-condition-causes-blue-strawberries/674224/,https://www.cbc.ca/news/canada/prince-edward-island/pei-brinklow-island-studies-book-1.5996277,https://www.cnn.com/2023/05/31/australia/oldest-pterosaur-bones-australia-scn-intl-hnk/index.html,https://www.theglobeandmail.com/world/article-small-brained-ancient-human-cousins-may-have-buried-their-dead/,https://massivesci.com/notes/auditory-processing-speech-background-noise/,https://www.nationalgeographic.com/science/article/spacex-starship-rocket-launch-space-elon-musk,https://www.nationalobserver.com/2023/05/29/news/backing-future-kelp-seed-bank,https://www.npr.org/2023/06/08/1181009210/octopuses-tweak-the-rna-in-their-brains-to-adjust-to-warmer-and-cooler-waters,https://www.reuters.com/science/south-african-fossils-reveal-ancient-beasts-epic-journey-oblivion-2023-05-22/
https://www.theatlantic.com/science/archive/2023/05/kelp-species-seed-bank-preservation/674217/,https://www.cbc.ca/news/canada/calgary/puppy-dog-eyes-scientific-research-1.5179873,https://www.cnn.com/2023/05/30/us/race-ethnicity-difference-explainer-cec/index.html,https://www.theglobeandmail.com/canada/article-air-pollution-wildfire-dna/,https://massivesci.com/articles/cities-microbes-bacteria-urban/,https://www.nationalgeographic.com/science/article/hiccups-why-how-to-get-rid-of-them-fish-ancestors,https://www.nationalobserver.com/2023/05/26/news/climate-change-driving-allergies-canada,https://www.npr.org/sections/health-shots/2023/06/08/1180880736/asian-americans-are-at-high-risk-for-diabetes-heres-what-can-help,https://www.reuters.com/business/healthcare-pharmaceuticals/obesity-drug-brings-heart-health-benefit-alongside-weight-loss-study-2023-05-19/
https://www.theatlantic.com/science/archive/2023/05/pacific-northwest-early-heat-wave-spring/674218/,https://www.cbc.ca/news/science/global-south-climate-science-1.6212471,https://www.cnn.com/2023/05/16/health/exercise-flu-pneumonia-death-wellness/index.html,https://www.theglobeandmail.com/life/article-pregnant-people-should-be-especially-vigilant-when-wildfires-pollute/,https://massivesci.com/articles/single-nucleotide-variants-polymorphisms-mutations-cancer/,https://www.nationalgeographic.com/science/article/is-melatonin-giving-you-nightmares,https://www.nationalobserver.com/2023/05/26/news/locust-study-could-lead-better-pest-control,https://www.npr.org/2023/06/08/1178695152/china-scientist-he-jiankui-crispr-baby-gene-editing,https://www.reuters.com/breakingviews/ai-boom-could-expose-investors-natural-stupidity-2023-05-19/
https://www.theatlantic.com/science/archive/2023/06/atlantic-becoming-like-arctic-ocean-atlantification/674507/,https://www.cbc.ca/news/canada/edmonton/bird-feet-research-university-of-alberta-1.6950738,https://www.cnn.com/2023/07/14/world/scientists-are-growing-seeds-in-space-climate-change-scn-spc/index.html,https://www.theglobeandmail.com/canada/alberta/article-wastewater-testing-could-be-new-tool-for-monitoring-drug-crisis/,https://massivesci.com/articles/dark-matter-makes-up-a-quarter-of-our-universe-but-we-still-have-no-idea-what-it-is/,https://www.nationalgeographic.com/science/article/natural-deodorant-aluminum-parabens,https://www.nationalobserver.com/2023/09/01/news/give-homeless-people-money-spend,https://www.npr.org/2023/01/21/1150397853/gas-stoves-became-part-of-the-culture-war-in-less-than-a-week-heres-why,https://www.reuters.com/science/israeli-scientists-create-model-human-embryo-without-eggs-or-sperm-2023-09-07/
https://www.theatlantic.com/health/archive/2023/05/artificial-food-dye-red-no-3-fda/674099/,https://www.cbc.ca/news/health/happiness-study-strategies-1.6911378,https://www.cnn.com/2023/07/20/world/new-stellar-object-radio-waves-scn/index.html,https://www.theglobeandmail.com/canada/article-oceanographers-say-warming-waters-in-the-gulf-of-st-lawrence-affecting/,https://massivesci.com/articles/searching-for-bird-poop-helped-us-understand-the-origins-of-the-universe/,https://www.nationalgeographic.com/science/article/supermoon-hurricane-idalia-florida,https://www.nationalobserver.com/2023/08/28/news/hellish-summer-taking-toll-your-favourite-foods,https://www.npr.org/2022/08/12/1117161878/a-cataclysmic-flood-is-coming-for-california-climate-change-makes-it-more-likely,https://www.reuters.com/science/bizarre-long-legged-bird-like-dinosaur-has-scientists-enthralled-2023-09-06/
https://www.theatlantic.com/science/archive/2023/06/wildfire-smoke-brain-health/674336/,https://www.cbc.ca/news/science/climate-anxiety-wildfires-teens-1.6944352,https://www.cnn.com/2023/08/11/china/china-human-genetic-resources-regulations-intl-hnk-dst/index.html,https://www.theglobeandmail.com/life/article-wine-lovers-are-helping-to-map-biodiversity-in-portugals-douro-valley/,https://massivesci.com/articles/neurons-die-with-grace-neuroscience-nerve-cells/,https://www.nationalgeographic.com/science/article/what-does-your-hair-actually-need-parabens-sulfates,https://www.nationalobserver.com/2023/08/22/news/researchers-find-climate-crisis-made-quebec-fires-least-two-times-likely,https://www.npr.org/2021/05/10/994262792/cats-take-if-i-fits-i-sits-seriously-even-if-the-space-is-just-an-illusion,https://www.reuters.com/technology/space/mission-accomplished-india-puts-moon-rover-sleep-2023-09-03/
https://www.theatlantic.com/health/archive/2023/06/milk-dairy-allergies-in-babies-children-increasing/674356/,https://www.cbc.ca/news/canada/edmonton/alberta-quantum-science-research-1.6877260,https://www.cnn.com/2023/07/11/us/post-pandemic-student-performance-gap/index.html,https://www.theglobeandmail.com/canada/article-dinosaur-lips-canada-scientists/,https://massivesci.com/articles/we-cant-see-it-or-feel-it-but-we-know-its-out-there-probably/,https://www.nationalgeographic.com/science/article/sun-damage-eyes-solar-eclipse-protection,https://www.nationalobserver.com/2023/08/21/news/how-mix-natural-and-human-caused-factors-cooked-hilarys-soggy-mess,https://www.npr.org/2023/09/06/1198032134/archeologists-norway-arrow-stoneage-4000-years-old,https://www.reuters.com/world/asia-pacific/japans-moon-landing-when-is-it-why-is-it-important-2023-08-28/
https://www.theatlantic.com/science/archive/2023/06/wildfires-climate-change-impact/674381/,https://www.cbc.ca/news/health/sleep-napping-research-1.6886587,https://www.cnn.com/2023/06/17/world/future-of-medicine-space-science-newsletter-wt-scn/index.html,https://www.theglobeandmail.com/canada/article-white-shark-sightings-atlantic-canada/,https://massivesci.com/articles/botany-flower-farts-abrahim-el-gamal/,https://www.nationalgeographic.com/science/article/girl-dinner-snacks-nutrition-eating-disorder,https://www.nationalobserver.com/2023/08/10/news/whats-worlds-most-species-rich-habitat-dirt,https://www.npr.org/2023/09/06/1197954655/drug-overdose-deaths-counterfeit-prescription-pills,https://www.reuters.com/science/sun-observing-spacecraft-sheds-light-solar-winds-origin-2023-08-24/
https://www.theatlantic.com/technology/archive/2023/06/social-media-teen-mental-health-crisis-research-limitations/674371/,https://www.cbc.ca/news/health/suicide-rates-young-girls-1.6869044,https://www.cnn.com/2023/02/04/world/futuristic-space-exploration-science-newsletter-wt-scn/index.html,https://www.theglobeandmail.com/canada/article-scientists-see-signs-of-active-volcanoes-on-venus/,https://massivesci.com/articles/failure-can-be-a-blessing-viagra-ana-gorelova/,https://www.nationalgeographic.com/science/article/starlink-satellites-mega-constellations,https://www.nationalobserver.com/2023/08/03/news/clear-cutting-bigger-floods-more-selective-logging,https://www.npr.org/2023/09/05/1197738277/recurring-utis-the-infection-we-keep-secretly-getting,https://www.reuters.com/science/scientists-solve-genetic-puzzle-sex-related-y-chromosome-2023-08-23/
https://www.theatlantic.com/family/archive/2023/06/rebound-relationships-dating-success/674403/,https://www.cbc.ca/news/health/bc-heat-dome-poverty-connection-1.6891461,https://www.cnn.com/2022/12/31/world/nye-science-newsletter-wt-scn/index.html,https://www.theglobeandmail.com/world/article-smartphones-for-sharks-scientists-upgrade-sensors-to-keep-track-of/,https://massivesci.com/articles/snail-venom-reimagined-as-diabetes-treatment-abhishek-chari/,https://www.nationalgeographic.com/science/article/nasa-question-mark-james-webb-telescope,https://www.nationalobserver.com/2023/08/02/news/climate-change-july-hotter-scientists,https://www.npr.org/sections/goatsandsoda/2023/09/03/1195879794/a-glacier-baby-is-born-mating-glaciers-to-replace-water-lost-to-climate-change,https://www.reuters.com/science/why-are-space-agencies-racing-moons-south-pole-2023-08-22/
https://www.theatlantic.com/health/archive/2023/06/the-gene-that-explains-statins-most-puzzling-side-effect/674542/,https://www.cbc.ca/news/canada/edmonton/if-a-forest-has-a-variety-of-tree-species-is-it-better-at-fighting-climate-change-a-u-of-a-study-says-yes-1.6858279,https://www.cnn.com/2021/11/03/perspectives/google-engineer-health-medical-data/index.html,https://www.theglobeandmail.com/canada/article-wildfire-in-nova-scotia-occurred-amid-some-of-driest-recorded/,https://massivesci.com/articles/how-scientists-are-mapping-the-brain-networks-that-connect-our-childhoods-to-everyday-behaviors/,https://www.nationalgeographic.com/science/article/science-right-way-to-cook-pasta,https://www.nationalobserver.com/2023/08/30/news/whats-worse-birds-north-dakota-gas-land-or-biofuel-crops,https://www.npr.org/2023/09/01/1191263572/turkey-archaeology-zerzevan-castle-discoveries,https://www.reuters.com/science/frigid-apocalypse-doomed-early-humans-europe-2023-08-10/
https://www.theatlantic.com/books/archive/2023/07/poem-jane-hirshfield-lichens/674602/,https://www.cbc.ca/news/canada/calgary/coal-study-mountaintop-contamination-lake-alberta-1.6639875,https://www.cnn.com/2021/09/17/world/genes-in-space-deep-space-travel-scn/index.html,https://www.theglobeandmail.com/canada/article-scientist-argues-for-review-around-deadly-food-preservative/,https://massivesci.com/articles/the-soil-microbiome-could-change-agriculture-if-we-can-understand-it/,https://www.nationalgeographic.com/science/article/natural-mummies-accident,https://www.nationalobserver.com/2023/07/31/news/mercury-pollution-mental-health-crisis-grassy-narrows-first-nation,https://www.npr.org/2023/08/31/1196986907/have-a-food-allergy-your-broken-skin-barrier-might-be-to-blame,https://www.reuters.com/technology/space/moon-mining-why-major-powers-are-eyeing-lunar-gold-rush-2023-08-11/
https://www.theatlantic.com/science/archive/2023/07/compostable-plastic-trash/674626/,https://www.cbc.ca/news/science/methane-regulations-oil-gas-climate-greenhouse-1.6102806,https://www.cnn.com/2021/04/02/opinions/support-women-in-science-opinion-sansbury-rivera-torres/index.html,https://www.theglobeandmail.com/canada/article-el-nino-canada-climate-change/,https://massivesci.com/articles/cephalopods-are-forcing-us-to-rethink-what-it-means-to-be-colorblind/,https://www.nationalgeographic.com/science/article/ozempic-tiktoks-favorite-weight-loss-drug-is-unproven,https://www.nationalobserver.com/2023/07/17/news/problem-boatings-high-fibreglass-diet,https://www.npr.org/2023/08/30/1196865225/whats-the-connection-between-climate-change-and-hurricanes,https://www.reuters.com/science/odd-behavior-subatomic-particle-may-shake-up-physics-2023-08-10/
https://www.theatlantic.com/ideas/archive/2023/07/plant-based-lab-grown-meat-start-up-investment/674639/,https://www.cbc.ca/news/canada/north/yukon-chinook-salmon-research-1.6679608,https://www.cnn.com/2020/12/29/world/science-discoveries-2020-scn/index.html,https://www.theglobeandmail.com/world/article-scientists-warn-of-ai-dangers-but-dont-agree-on-solutions-2/,https://massivesci.com/articles/an-unexplained-result-shows-why-studying-the-effects-of-chemicals-is-so-tricky/,https://www.nationalgeographic.com/science/article/nostalgia-brain-science-memories,https://www.nationalobserver.com/2023/07/10/news/africa-small-farmers-are-bringing-back-trees,https://www.npr.org/2023/08/30/1196777528/an-ai-quadcopter-has-beaten-human-champions-at-drone-racing,https://www.reuters.com/business/environment/climate-friendly-cows-bred-belch-less-methane-2023-08-08/
https://www.theatlantic.com/science/archive/2023/07/loud-hikers-disturb-wildlife-animals/674646/,https://www.cbc.ca/news/canada/new-brunswick/humour-scientific-titles-study-1.6570771,https://www.cnn.com/2020/07/10/opinions/covid-19-professional-major-league-sports-sepkowitz/index.html,https://www.theglobeandmail.com/canada/article-new-class-of-gravitational-waves-may-come-from-clusters-of-massive/,https://massivesci.com/articles/how-stressed-out-fish-are-teaching-us-about-human-heart-disease/,https://www.nationalgeographic.com/science/article/whats-in-your-wine,https://www.nationalobserver.com/2023/07/05/news/doing-math-coastal-flooding-will-be-more-extensive-sooner-thought,https://www.npr.org/2023/08/30/1196637141/climate-change-makes-wildfires-in-california-more-explosive,https://www.reuters.com/world/no-quick-fix-reverse-antarctic-sea-ice-loss-warming-intensifies-scientists-2023-08-08/
https://www.theatlantic.com/science/archive/2023/07/elk-bugle-language-speak-in-dialect-accent/674723/,https://www.cbc.ca/news/canada/north/arctic-whale-habitat-study-1.6556103,https://www.cnn.com/2020/04/28/us/coronavirus-testing-pcr-antigen-antibody/index.html,https://www.theglobeandmail.com/canada/article-human-cell-atlas-ai-map/,https://massivesci.com/articles/this-tiny-fly-is-teaching-the-air-force-new-aerial-tactics/,https://www.nationalgeographic.com/science/article/birth-control-pills-common-questions-science,https://www.nationalobserver.com/2023/07/04/news/human-activities-affect-wildlife-even-nature-reserves,https://www.npr.org/2023/08/28/1196371558/speedboat-epidemiology-how-smallpox-was-eradicated-one-person-at-a-time,https://www.reuters.com/science/long-before-whales-pioneering-marine-reptile-was-filter-feeder-2023-08-08/
https://www.theatlantic.com/science/archive/2023/08/ocean-heat-waves-hurricane-idalia/675197/,https://www.cbc.ca/news/canada/kitchener-waterloo/dolly-parton-positive-research-wilfrid-laurier-1.6743145,https://www.cnn.com/2020/04/02/world/ancient-humans-skull-evolution-fossils-scn-trnd/index.html,https://www.theglobeandmail.com/canada/article-intimate-partner-violence-brain-injuries/,https://massivesci.com/articles/why-the-first-vertebrates-to-leave-the-ocean-learned-to-see-before-they-could-walk/,https://www.nationalgeographic.com/science/article/fish-kills-explained,https://www.nationalobserver.com/2023/06/22/news/moths-deserve-little-pollinator-love,https://www.npr.org/2023/08/29/1196637207/blue-super-moon-wednesday-what-time,https://www.reuters.com/science/dna-enslaved-iron-workers-illuminates-african-american-history-2023-08-03/
https://www.theatlantic.com/ideas/archive/2023/08/does-marriage-make-you-happier/675145/,https://www.cbc.ca/news/canada/montreal/alzheimers-research-fraud-1.6533618,https://www.cnn.com/2020/06/02/world/nodosaur-fossil-stomach-contents-scn-trnd/index.html,https://www.theglobeandmail.com/world/article-july-set-to-be-worlds-hottest-month-on-record-scientists-say/,https://massivesci.com/articles/weve-poured-thousands-of-manmade-chemicals-into-the-ocean-now-theyre-mixing-in-unpredictable-ways/,https://www.nationalgeographic.com/science/article/99-percent-of-the-earth-can-see-sun-this-weekend,https://www.nationalobserver.com/2023/06/23/news/coolest-library-earth,https://www.npr.org/sections/health-shots/2023/08/28/1194526119/ozempic-wegovy-drinking-alcohol-cravings-semaglutide,https://www.reuters.com/science/ancient-preserved-flamingo-egg-found-mexico-during-airport-construction-2023-08-03/
https://www.theatlantic.com/technology/archive/2023/08/youtube-rabbit-holes-american-politics/675186/,https://www.cbc.ca/news/canada/north/yukon-climate-change-research-1.6540513,https://www.cnn.com/2020/01/13/world/oldest-material-earth-meteorite-scn/index.html,https://www.theglobeandmail.com/canada/article-canadian-scientists-await-first-look-at-samples-scooped-from-asteroid/,https://massivesci.com/articles/how-studying-fish-camouflage-can-teach-us-to-examine-our-biases/,https://www.nationalgeographic.com/science/article/ufo-alien-spacecraft-investigation-timeline,https://www.nationalobserver.com/2023/06/19/news/squid-find-noisy-boats-deafening,https://www.npr.org/2023/08/25/1195926923/canada-wildfire-smoke-asthma-cdc-new-york-hospital-visits,https://www.reuters.com/technology/superconductor-claims-spark-investor-frenzy-scientists-are-skeptical-2023-08-03/
https://www.theatlantic.com/health/archive/2023/08/day-care-ferret-flu-transmission-research/674972/,https://www.cbc.ca/news/canada/north/giant-mine-contamination-toenail-arsenic-exposure-1.6760191,https://www.cnn.com/2020/01/23/world/egyptian-mummy-voice-from-the-dead-scn/index.html,https://www.theglobeandmail.com/world/article-as-deadly-flooding-hits-several-countries-scientists-say-this-will-be/,https://massivesci.com/articles/a-researcher-explains-why-cancer-isnt-mainly-caused-by-bad-luck/,https://www.nationalgeographic.com/science/article/earth-record-heat-climate-change-prehistory,https://www.nationalobserver.com/2023/06/15/news/secret-saving-species-blowing-wind,https://www.npr.org/2023/08/23/1195028955/heres-why-6-000-octopuses-like-to-be-under-the-sea-at-an-octopus-garden,https://www.reuters.com/science/ancient-whale-peru-may-be-most-massive-animal-ever-earth-2023-08-02/
https://www.theatlantic.com/magazine/archive/2023/09/owl-senses-smart-animal-intelligence/674769/,https://www.cbc.ca/news/canada/british-columbia/beluga-whale-vancouver-scientist-1.3754508,https://www.cnn.com/2023/07/11/world/anthropocene-epoch-geological-time-unit-scn/index.html,https://www.theglobeandmail.com/world/article-study-finds-direct-link-between-greenhouse-gas-emissions-and-polar/,https://massivesci.com/articles/seagrass-meadows-protect-fish-coral-and-humans-from-disease-and-were-losing-them/,https://www.nationalgeographic.com/science/article/which-bug-repellents-actually-work,https://www.nationalobserver.com/2023/05/03/news/critical-arctic-organism-infested-microplastics,https://www.npr.org/sections/health-shots/2023/08/09/1192273583/when-a-brain-injury-impairs-memory-a-pulse-of-electricity-may-help,https://www.reuters.com/business/environment/worlds-biggest-permafrost-crater-russias-far-east-thaws-planet-warms-2023-07-21/
